cv_2,29E,,Line,""
cv_3,29F,,Line,""
cv_4,2A0,,Line,""
cv_5,2A1,,Line,""
cv_6,2D1,,Line,""
cv_7,2D2,,Line,""
cv_8,2D3,,Line,""
cv_9,2D6,,Line,""
cv_10,2D7,,Line,""
cv_11,2D8,,Line,""
cv_12,2D9,,Line,""
cv_13,31E,,Line,""
cv_14,31F,,Line,""
cv_15,322,,Line,""
cv_16,2A6,,MText,""
cv_17,2D4,,MText,""
cv_18,321,,MText,""
cv_19,2BA,,MText,""
cv_20,2BA,,MText,""
cv_21,2BA,,MText,""
cv_22,2D5,,MText,""
cv_23,2D5,,MText,""
cv_25,350,,Polyline,""
cv_26,354,,Spline,""
cv_27,357,,Polyline,""
cv_28,35A,,Polyline,""
cv_29,36A,,3dPolyline,""
cv_30,371,,Mline,""
cv_31,351,,Line,""
cv_32,358,,Hatch,""
cv_33,358,,Hatch,""
cv_34,358,,Hatch,""
cv_35,358,,Hatch,""
cv_36,358,,Hatch,""
cv_37,358,,Hatch,""
cv_38,358,,Hatch,""
cv_39,358,,Hatch,""
cv_40,358,,Hatch,""
cv_41,358,,Hatch,""
cv_42,358,,Hatch,""
cv_43,358,,Hatch,""
cv_44,358,,Hatch,""
cv_45,358,,Hatch,""
cv_46,358,,Hatch,""
cv_47,358,,Hatch,""
cv_48,358,,Hatch,""
cv_49,358,,Hatch,""
cv_50,358,,Hatch,""
cv_52,356,,Arc,""
cv_53,352,,Circle,""
cv_54,353,,Ellipse,""
cv_55,35B,,Text,""
cv_56,35D,,MText,""
cv_57,35D,,MText,""
cv_58,35D,,MText,""
cv_60,362,35E,Circle,"Block1_1"
cv_61,363,35E,Polyline,"Block1_1"
cv_63,375,35E,Circle,"Block1_1"
cv_64,376,35E,Polyline,"Block1_1"
cv_65,365,35E,Attribute,"Block1_1"
cv_67,362,367,Circle,"Block1_2"
cv_68,363,367,Polyline,"Block1_2"
cv_70,375,367,Circle,"Block1_2"
cv_71,376,367,Polyline,"Block1_2"
cv_72,368,367,Attribute,"Block1_2"
